,X,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.tip,notes
157,157,1547,Asthen_luiza_UFMG3066,Asthenes luizae,-,Asthenes luizae,Asthenes luizae,Asthenes luizae,Furnariidae,Asthenes_luizae,
158,158,1559,Asthen_maccau_ACBFMH14,Asthenes maculicauda,-,Asthenes maculicauda,Asthenes maculicauda,Asthenes maculicauda,Furnariidae,Asthenes_maculicauda,
159,159,1559,Asthen_maccau_ACBFMH14,Asthenes maculicauda,-,Asthenes maculicauda,Asthenes maculicauda,Asthenes maculicauda,Furnariidae,Asthenes_maculicauda,
160,160,1567,Asthen_modsta_L103883,Asthenes modesta,modesta,Asthenes modesta,Asthenes modesta,Asthenes modesta,Furnariidae,Asthenes_modesta,
161,161,1567,Asthen_modsta_L103883,Asthenes modesta,modesta,Asthenes modesta,Asthenes modesta,Asthenes modesta,Furnariidae,Asthenes_modesta,
162,162,1567,Asthen_modsta_L103883,Asthenes modesta,modesta,Asthenes modesta,Asthenes modesta,Asthenes modesta,Furnariidae,Asthenes_modesta,
163,163,1569,Asthen_morrae_GCMN215,Asthenes moreirae,-,Asthenes moreirae,Asthenes moreirae,Asthenes moreirae,Furnariidae,Oreophylax_moreirae,
164,164,1569,Asthen_morrae_GCMN215,Asthenes moreirae,-,Asthenes moreirae,Asthenes moreirae,Asthenes moreirae,Furnariidae,Oreophylax_moreirae,
165,165,1581,Asthen_otton_L61395,Asthenes ottonis,-,Asthenes ottonis,Asthenes ottonis,Asthenes ottonis,Furnariidae,Asthenes_ottonis,
166,166,1581,Asthen_otton_L61395,Asthenes ottonis,-,Asthenes ottonis,Asthenes ottonis,Asthenes ottonis,Furnariidae,Asthenes_ottonis,
167,167,1583,Asthen_otton_LSUMZ49674,Asthenes ottonis,taxon nov.,Asthenes ottonis,Asthenes ottonis,Asthenes ottonis,Furnariidae,Asthenes_ottonis,
168,168,1581,Asthen_otton_L61395,Asthenes ottonis,-,Asthenes ottonis,Asthenes ottonis,Asthenes ottonis,Furnariidae,Asthenes_ottonis,
169,169,1583,Asthen_otton_LSUMZ49674,Asthenes ottonis,taxon nov.,Asthenes ottonis,Asthenes ottonis,Asthenes ottonis,Furnariidae,Asthenes_ottonis,
170,170,1587,Asthen_palbra_L49625,Asthenes palpebralis,-,Asthenes palpebralis,Asthenes palpebralis,Asthenes palpebralis,Furnariidae,Schizoeaca_palpebralis,
171,171,1587,Asthen_palbra_L49625,Asthenes palpebralis,-,Asthenes palpebralis,Asthenes palpebralis,Asthenes palpebralis,Furnariidae,Schizoeaca_palpebralis,
172,172,1587,Asthen_palbra_L49625,Asthenes palpebralis,-,Asthenes palpebralis,Asthenes palpebralis,Asthenes palpebralis,Furnariidae,Schizoeaca_palpebralis,
173,173,1591,Asthen_perjan_IC36847,Asthenes perijana,-,Asthenes perijana,Asthenes perijana,Asthenes perijana,Furnariidae,Schizoeaca_perijana,
174,174,1591,Asthen_perjan_IC36847,Asthenes perijana,-,Asthenes perijana,Asthenes perijana,Asthenes perijana,Furnariidae,Schizoeaca_perijana,
175,175,1579,Asthen_pudi_L2075,Asthenes pudibunda,pudibunda,Asthenes pudibunda,Asthenes pudibunda,Asthenes pudibunda,Furnariidae,Asthenes_pudibunda,
176,176,1571,Asthen_pyrleu_L56783,Asthenes pyrrholeuca,pyrrholeuca,Asthenes pyrrholeuca,Asthenes pyrrholeuca,Asthenes pyrrholeuca,Furnariidae,Asthenes_pyrrholeuca,
177,177,1571,Asthen_pyrleu_L56783,Asthenes pyrrholeuca,pyrrholeuca,Asthenes pyrrholeuca,Asthenes pyrrholeuca,Asthenes pyrrholeuca,Furnariidae,Asthenes_pyrrholeuca,
178,178,1571,Asthen_pyrleu_L56783,Asthenes pyrrholeuca,pyrrholeuca,Asthenes pyrrholeuca,Asthenes pyrrholeuca,Asthenes pyrrholeuca,Furnariidae,Asthenes_pyrrholeuca,
179,179,1563,Asthen_scleri_ARTC352,Asthenes sclateri,sclateri,Asthenes sclateri,Asthenes sclateri,Asthenes wyatti,Furnariidae,Asthenes_sclateri,split in tree
180,180,1563,Asthen_scleri_ARTC352,Asthenes sclateri,sclateri,Asthenes sclateri,Asthenes sclateri,Asthenes wyatti,Furnariidae,Asthenes_sclateri,split in tree
181,181,1553,Asthen_urusis_L7689,Asthenes urubambensis,urubambensis?,Asthenes urubambensis,Asthenes urubambensis,Asthenes urubambensis,Furnariidae,Asthenes_urubambensis,
182,182,1553,Asthen_urusis_L7689,Asthenes urubambensis,urubambensis?,Asthenes urubambensis,Asthenes urubambensis,Asthenes urubambensis,Furnariidae,Asthenes_urubambensis,
183,183,1577,Asthen_vilbae_F390681,Asthenes vilcabambae,vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Furnariidae,Schizoeaca_vilcabambae,
184,184,1577,Asthen_vilbae_F390681,Asthenes vilcabambae,vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Furnariidae,Schizoeaca_vilcabambae,
185,185,1577,Asthen_vilbae_F390681,Asthenes vilcabambae,vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Furnariidae,Schizoeaca_vilcabambae,
186,186,1557,Asthen_virata_L44798,Asthenes virgata,-,Asthenes virgata,Asthenes virgata,Asthenes virgata,Furnariidae,Asthenes_virgata,
187,187,1557,Asthen_virata_L44798,Asthenes virgata,-,Asthenes virgata,Asthenes virgata,Asthenes virgata,Furnariidae,Asthenes_virgata,
188,188,1561,Asthen_wyat_L61375,Asthenes wyatti,graminicola,Asthenes wyatti,Asthenes wyatti,Asthenes wyatti,Furnariidae,Asthenes_wyatti,split in tree
189,189,1561,Asthen_wyat_L61375,Asthenes wyatti,graminicola,Asthenes wyatti,Asthenes wyatti,Asthenes wyatti,Furnariidae,Asthenes_wyatti,split in tree
190,190,2189,Atalot_pilris_L28419,Atalotriccus pilaris,wilcoxi,Atalotriccus pilaris,Atalotriccus pilaris,Atalotriccus pilaris,Pipromorphidae,Atalotriccus_pilaris,
191,191,2189,Atalot_pilris_L28419,Atalotriccus pilaris,wilcoxi,Atalotriccus pilaris,Atalotriccus pilaris,Atalotriccus pilaris,Pipromorphidae,Atalotriccus_pilaris,
192,192,2889,Attila_bolnus_L13074,Attila bolivianus,bolivianus,Attila bolivianus,Attila bolivianus,Attila bolivianus,Tyrannidae,Attila_bolivianus,
193,193,2889,Attila_bolnus_L13074,Attila bolivianus,bolivianus,Attila bolivianus,Attila bolivianus,Attila bolivianus,Tyrannidae,Attila_bolivianus,
194,194,2883,Attila_cinmeus_K1236,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,Attila_cinnamomeus,
195,195,2883,Attila_cinmeus_K1236,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,Attila_cinnamomeus,
196,196,2882,Attila_cinmeus_SB11685,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,Attila_cinnamomeus,
197,197,2883,Attila_cinmeus_K1236,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,Attila_cinnamomeus,
198,198,2882,Attila_cinmeus_SB11685,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,Attila_cinnamomeus,
199,199,2886,Attila_citri_L42874,Attila citriniventris,-,Attila citriniventris,Attila citriniventris,Attila citriniventris,Tyrannidae,Attila_citriniventris,
200,200,2886,Attila_citri_L42874,Attila citriniventris,-,Attila citriniventris,Attila citriniventris,Attila citriniventris,Tyrannidae,Attila_citriniventris,
201,201,2886,Attila_citri_L42874,Attila citriniventris,-,Attila citriniventris,Attila citriniventris,Attila citriniventris,Tyrannidae,Attila_citriniventris,
202,202,2880,Attila_phorus_SP93549,Attila phoenicurus,-,Attila phoenicurus,Attila phoenicurus,Attila phoenicurus,Tyrannidae,Attila_phoenicurus,
203,203,2880,Attila_phorus_SP93549,Attila phoenicurus,-,Attila phoenicurus,Attila phoenicurus,Attila phoenicurus,Tyrannidae,Attila_phoenicurus,
204,204,2891,Attila_rufus_MZU92194,Attila rufus,rufus,Attila rufus,Attila rufus,Attila rufus,Tyrannidae,Attila_rufus,
205,205,2891,Attila_rufus_MZU92194,Attila rufus,rufus,Attila rufus,Attila rufus,Attila rufus,Tyrannidae,Attila_rufus,
206,206,2893,Attila_spaeus_L55279,Attila spadiceus,spadiceus,Attila spadiceus,Attila spadiceus,Attila spadiceus,Tyrannidae,Attila_spadiceus,
207,207,2893,Attila_spaeus_L55279,Attila spadiceus,spadiceus,Attila spadiceus,Attila spadiceus,Attila spadiceus,Tyrannidae,Attila_spadiceus,
208,208,2893,Attila_spaeus_L55279,Attila spadiceus,spadiceus,Attila spadiceus,Attila spadiceus,Attila spadiceus,Tyrannidae,Attila_spadiceus,
209,209,2884,Attila_tordus_SB28291,Attila torridus,-,Attila torridus,Attila torridus,Attila torridus,Tyrannidae,Attila_torridus,
210,210,2884,Attila_tordus_SB28291,Attila torridus,-,Attila torridus,Attila torridus,Attila torridus,Tyrannidae,Attila_torridus,
211,211,1456,Automo_inftus_K436,Automolus infuscatus,cervicalis,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,Automolus_infuscatus,
212,212,1454,Automo_inftus_L4283,Automolus infuscatus,infuscatus,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,Automolus_infuscatus,
213,213,1456,Automo_inftus_K436,Automolus infuscatus,cervicalis,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,Automolus_infuscatus,
214,214,1454,Automo_inftus_L4283,Automolus infuscatus,infuscatus,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,Automolus_infuscatus,
215,215,1456,Automo_inftus_K436,Automolus infuscatus,cervicalis,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,Automolus_infuscatus,
216,216,1454,Automo_inftus_L4283,Automolus infuscatus,infuscatus,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,Automolus_infuscatus,
217,217,1460,Automo_lammi_F399211,Automolus lammi,-,Automolus lammi,Automolus lammi,Automolus lammi,Furnariidae,Automolus_leucophthalmus,
218,218,1460,Automo_lammi_F399211,Automolus lammi,-,Automolus lammi,Automolus lammi,Automolus lammi,Furnariidae,Automolus_leucophthalmus,
219,219,1462,Automo_leumus_SP90964,Automolus leucophthalmus,leucophthalmus,Automolus leucophthalmus,Automolus leucophthalmus,Automolus leucophthalmus,Furnariidae,Automolus_leucophthalmus,
220,220,1462,Automo_leumus_SP90964,Automolus leucophthalmus,leucophthalmus,Automolus leucophthalmus,Automolus leucophthalmus,Automolus leucophthalmus,Furnariidae,Automolus_leucophthalmus,
221,221,1446,Automo_melzus_L8972,Automolus melanopezus,-,Automolus melanopezus,Automolus melanopezus,Automolus melanopezus,Furnariidae,Automolus_melanopezus,
222,222,1446,Automo_melzus_L8972,Automolus melanopezus,-,Automolus melanopezus,Automolus melanopezus,Automolus melanopezus,Furnariidae,Automolus_melanopezus,
223,223,1446,Automo_melzus_L8972,Automolus melanopezus,-,Automolus melanopezus,Automolus melanopezus,Automolus melanopezus,Furnariidae,Automolus_melanopezus,
224,224,1448,Automo_ochlae_L28036,Automolus ochrolaemus,ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,Automolus_ochrolaemus,
225,225,1448,Automo_ochlae_L28036,Automolus ochrolaemus,ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,Automolus_ochrolaemus,
226,226,200003,Automo_ochlae_L82082,Automolus ochrolaemus,,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,Automolus_ochrolaemus,
227,227,1448,Automo_ochlae_L28036,Automolus ochrolaemus,ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,Automolus_ochrolaemus,
228,228,200003,Automo_ochlae_L82082,Automolus ochrolaemus,,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,Automolus_ochrolaemus,
229,229,1458,Automo_parsis_L35334,Automolus paraensis,-,Automolus paraensis,Automolus paraensis,Automolus paraensis,Furnariidae,Automolus_infuscatus,
230,230,1458,Automo_parsis_L35334,Automolus paraensis,-,Automolus paraensis,Automolus paraensis,Automolus paraensis,Furnariidae,Automolus_infuscatus,
231,231,1458,Automo_parsis_L35334,Automolus paraensis,-,Automolus paraensis,Automolus paraensis,Automolus paraensis,Furnariidae,Automolus_infuscatus,
232,232,1444,Automo_ruflea_L1157,Automolus rufipileatus,consobrinus,Automolus rufipileatus,Automolus rufipileatus,Automolus rufipileatus,Furnariidae,Automolus_rufipileatus,
233,233,1444,Automo_ruflea_L1157,Automolus rufipileatus,consobrinus,Automolus rufipileatus,Automolus rufipileatus,Automolus rufipileatus,Furnariidae,Automolus_rufipileatus,
234,234,1444,Automo_ruflea_L1157,Automolus rufipileatus,consobrinus,Automolus rufipileatus,Automolus rufipileatus,Automolus rufipileatus,Furnariidae,Automolus_rufipileatus,
235,235,1444,Automo_ruflea_L1157,Automolus rufipileatus,consobrinus,Automolus rufipileatus,Automolus rufipileatus,Automolus rufipileatus,Furnariidae,Automolus_rufipileatus,
236,236,1452,Automo_subtus_L82026,Automolus subulatus,virgatus,Automolus subulatus,Automolus subulatus,Automolus virgatus,Furnariidae,Hyloctistes_subulatus,
237,237,200004,Automo_subtus_GP169,Automolus subulatus,subulatus,Automolus subulatus,Automolus subulatus,Automolus subulatus,Furnariidae,Hyloctistes_subulatus,
238,238,1452,Automo_subtus_L82026,Automolus subulatus,virgatus,Automolus subulatus,Automolus subulatus,Automolus virgatus,Furnariidae,Hyloctistes_subulatus,
239,239,200004,Automo_subtus_GP169,Automolus subulatus,subulatus,Automolus subulatus,Automolus subulatus,Automolus subulatus,Furnariidae,Hyloctistes_subulatus,
240,240,1452,Automo_subtus_L82026,Automolus subulatus,virgatus,Automolus subulatus,Automolus subulatus,Automolus virgatus,Furnariidae,Hyloctistes_subulatus,
241,241,68,Batara_cinrea_LSU18607,Batara cinerea,argentina,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,Batara_cinerea,
242,242,200005,Batara_cinrea_SPML159,Batara cinerea,cinerea,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,Batara_cinerea,
243,243,68,Batara_cinrea_LSU18607,Batara cinerea,argentina,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,Batara_cinerea,
244,244,200005,Batara_cinrea_SPML159,Batara cinerea,cinerea,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,Batara_cinerea,
245,245,1256,Berlep_rikeri_F391336,Berlepschia rikeri,-,Berlepschia rikeri,Berlepschia rikeri,Berlepschia rikeri,Furnariidae,Berlepschia_rikeri,
246,246,1256,Berlep_rikeri_F391336,Berlepschia rikeri,-,Berlepschia rikeri,Berlepschia rikeri,Berlepschia rikeri,Furnariidae,Berlepschia_rikeri,
247,247,102,Biatas_nigropec_SP88499,Biatas nigropectus,-,Biatas nigropectus,Biatas nigropectus,Biatas nigropectus,Thamnophilidae,Biatas_nigropectus,
248,248,102,Biatas_nigropec_SP88499,Biatas nigropectus,-,Biatas nigropectus,Biatas nigropectus,Biatas nigropectus,Thamnophilidae,Biatas_nigropectus,
249,249,27,Calymen_hosii_L78709,Calyptomena hosii,-,Calyptomena hosii,Calyptomena hosii,Calyptomena hosii,Calyptomenidae,Calyptomena_hosii,
250,250,27,Calymen_hosii_L78709,Calyptomena hosii,-,Calyptomena hosii,Calyptomena hosii,Calyptomena hosii,Calyptomenidae,Calyptomena_hosii,
251,251,25,Calymen_virdis_L51137,Calyptomena viridis,viridis,Calyptomena viridis,Calyptomena viridis,Calyptomena viridis,Calyptomenidae,Calyptomena_viridis,
252,252,25,Calymen_virdis_L51137,Calyptomena viridis,viridis,Calyptomena viridis,Calyptomena viridis,Calyptomena viridis,Calyptomenidae,Calyptomena_viridis,
253,253,29,Calymen_whiadi_L52625,Calyptomena whiteheadi,-,Calyptomena whiteheadi,Calyptomena whiteheadi,Calyptomena whiteheadi,Calyptomenidae,Calyptomena_whiteheadi,
254,254,29,Calymen_whiadi_L52625,Calyptomena whiteheadi,-,Calyptomena whiteheadi,Calyptomena whiteheadi,Calyptomena whiteheadi,Calyptomenidae,Calyptomena_whiteheadi,
255,255,3239,Calytur_criata_A4379,Calyptura cristata,-,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,Calyptura_cristata,
256,256,3238,Calytur_criata_A494720,Calyptura cristata,?,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,Calyptura_cristata,
257,257,3237,Calytur_criata_A494721,Calyptura cristata,-,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,Calyptura_cristata,
258,258,3239,Calytur_criata_A4379,Calyptura cristata,-,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,Calyptura_cristata,
259,259,3238,Calytur_criata_A494720,Calyptura cristata,?,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,Calyptura_cristata,
260,260,3237,Calytur_criata_A494721,Calyptura cristata,-,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,Calyptura_cristata,
261,261,1905,Campto_imber_K1942,Camptostoma imberbe,imberbe,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,Camptostoma_imberbe,
262,262,1905,Campto_imber_K1942,Camptostoma imberbe,imberbe,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,Camptostoma_imberbe,
263,263,1908,Campto_imber_UWB69443,Camptostoma imberbe,ssp.,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,Camptostoma_imberbe,
264,264,1905,Campto_imber_K1942,Camptostoma imberbe,imberbe,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,Camptostoma_imberbe,
265,265,1908,Campto_imber_UWB69443,Camptostoma imberbe,ssp.,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,Camptostoma_imberbe,
266,266,1899,Campto_obstum_L46501,Camptostoma obsoletum,majus,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
267,267,1897,Campto_obstum_L61272,Camptostoma obsoletum,griseum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
268,268,1901,Campto_obstum_LSUMZ42513,Camptostoma obsoletum,olivaceum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
269,269,1899,Campto_obstum_L46501,Camptostoma obsoletum,majus,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
270,270,1897,Campto_obstum_L61272,Camptostoma obsoletum,griseum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
271,271,1899,Campto_obstum_L46501,Camptostoma obsoletum,majus,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
272,272,1897,Campto_obstum_L61272,Camptostoma obsoletum,griseum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
273,273,1901,Campto_obstum_LSUMZ42513,Camptostoma obsoletum,olivaceum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
274,274,1895,Campto_obstum_MPEGDZ6701,Camptostoma obsoletum,obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
275,275,1901,Campto_obstum_LSUMZ42513,Camptostoma obsoletum,olivaceum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
276,276,1895,Campto_obstum_MPEGDZ6701,Camptostoma obsoletum,obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,Camptostoma_obsoletum,
277,277,1211,Campyl_falcul_GP1131,Campylorhamphus falcularius,-,Campylorhamphus falcularius,Campylorhamphus falcularius,Campylorhamphus falcularius,Dendrocolaptidae,Campylorhamphus_falcularius,
278,278,1211,Campyl_falcul_GP1131,Campylorhamphus falcularius,-,Campylorhamphus falcularius,Campylorhamphus falcularius,Campylorhamphus falcularius,Dendrocolaptidae,Campylorhamphus_falcularius,
279,279,1213,Campyl_proide_L25514,Campylorhamphus procurvoides,procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Dendrocolaptidae,Campylorhamphus_procurvoides,
280,280,200006,Campyl_proide_GMAR154,Campylorhamphus procurvoides,probatus,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus probatus,Dendrocolaptidae,Campylorhamphus_procurvoides,
281,281,1213,Campyl_proide_L25514,Campylorhamphus procurvoides,procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Dendrocolaptidae,Campylorhamphus_procurvoides,
282,282,1217,Campyl_proide_SB6910,Campylorhamphus procurvoides,multostriatus,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus multostriatus,Dendrocolaptidae,Campylorhamphus_procurvoides,
283,283,200006,Campyl_proide_GMAR154,Campylorhamphus procurvoides,probatus,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus probatus,Dendrocolaptidae,Campylorhamphus_procurvoides,
284,284,1213,Campyl_proide_L25514,Campylorhamphus procurvoides,procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Dendrocolaptidae,Campylorhamphus_procurvoides,
285,285,1217,Campyl_proide_SB6910,Campylorhamphus procurvoides,multostriatus,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus multostriatus,Dendrocolaptidae,Campylorhamphus_procurvoides,
286,286,1219,Campyl_puslus_L33216,Campylorhamphus pusillus,pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Dendrocolaptidae,Campylorhamphus_pusillus,
287,287,1219,Campyl_puslus_L33216,Campylorhamphus pusillus,pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Dendrocolaptidae,Campylorhamphus_pusillus,
288,288,1219,Campyl_puslus_L33216,Campylorhamphus pusillus,pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Dendrocolaptidae,Campylorhamphus_pusillus,
