,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.species,notes
184,1577,Asthen_vilbae_F390681,Asthenes vilcabambae,vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Furnariidae,,
185,1577,Asthen_vilbae_F390681,Asthenes vilcabambae,vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Asthenes vilcabambae,Furnariidae,,
186,1557,Asthen_virata_L44798,Asthenes virgata,-,Asthenes virgata,Asthenes virgata,Asthenes virgata,Furnariidae,,
187,1557,Asthen_virata_L44798,Asthenes virgata,-,Asthenes virgata,Asthenes virgata,Asthenes virgata,Furnariidae,,
188,1561,Asthen_wyat_L61375,Asthenes wyatti,graminicola,Asthenes wyatti,Asthenes wyatti,Asthenes wyatti,Furnariidae,,split in tree
189,1561,Asthen_wyat_L61375,Asthenes wyatti,graminicola,Asthenes wyatti,Asthenes wyatti,Asthenes wyatti,Furnariidae,,split in tree
190,2189,Atalot_pilris_L28419,Atalotriccus pilaris,wilcoxi,Atalotriccus pilaris,Atalotriccus pilaris,Atalotriccus pilaris,Pipromorphidae,,
191,2189,Atalot_pilris_L28419,Atalotriccus pilaris,wilcoxi,Atalotriccus pilaris,Atalotriccus pilaris,Atalotriccus pilaris,Pipromorphidae,,
192,2889,Attila_bolnus_L13074,Attila bolivianus,bolivianus,Attila bolivianus,Attila bolivianus,Attila bolivianus,Tyrannidae,,
193,2889,Attila_bolnus_L13074,Attila bolivianus,bolivianus,Attila bolivianus,Attila bolivianus,Attila bolivianus,Tyrannidae,,
194,2883,Attila_cinmeus_K1236,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,,
195,2883,Attila_cinmeus_K1236,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,,
196,2882,Attila_cinmeus_SB11685,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,,
197,2883,Attila_cinmeus_K1236,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,,
198,2882,Attila_cinmeus_SB11685,Attila cinnamomeus,-,Attila cinnamomeus,Attila cinnamomeus,Attila cinnamomeus,Tyrannidae,,
199,2886,Attila_citri_L42874,Attila citriniventris,-,Attila citriniventris,Attila citriniventris,Attila citriniventris,Tyrannidae,,
200,2886,Attila_citri_L42874,Attila citriniventris,-,Attila citriniventris,Attila citriniventris,Attila citriniventris,Tyrannidae,,
201,2886,Attila_citri_L42874,Attila citriniventris,-,Attila citriniventris,Attila citriniventris,Attila citriniventris,Tyrannidae,,
202,2880,Attila_phorus_SP93549,Attila phoenicurus,-,Attila phoenicurus,Attila phoenicurus,Attila phoenicurus,Tyrannidae,,
203,2880,Attila_phorus_SP93549,Attila phoenicurus,-,Attila phoenicurus,Attila phoenicurus,Attila phoenicurus,Tyrannidae,,
204,2891,Attila_rufus_MZU92194,Attila rufus,rufus,Attila rufus,Attila rufus,Attila rufus,Tyrannidae,,
205,2891,Attila_rufus_MZU92194,Attila rufus,rufus,Attila rufus,Attila rufus,Attila rufus,Tyrannidae,,
206,2893,Attila_spaeus_L55279,Attila spadiceus,spadiceus,Attila spadiceus,Attila spadiceus,Attila spadiceus,Tyrannidae,,
207,2893,Attila_spaeus_L55279,Attila spadiceus,spadiceus,Attila spadiceus,Attila spadiceus,Attila spadiceus,Tyrannidae,,
208,2893,Attila_spaeus_L55279,Attila spadiceus,spadiceus,Attila spadiceus,Attila spadiceus,Attila spadiceus,Tyrannidae,,
209,2884,Attila_tordus_SB28291,Attila torridus,-,Attila torridus,Attila torridus,Attila torridus,Tyrannidae,,
210,2884,Attila_tordus_SB28291,Attila torridus,-,Attila torridus,Attila torridus,Attila torridus,Tyrannidae,,
211,1456,Automo_inftus_K436,Automolus infuscatus,cervicalis,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,,
212,1454,Automo_inftus_L4283,Automolus infuscatus,infuscatus,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,,
213,1456,Automo_inftus_K436,Automolus infuscatus,cervicalis,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,,
214,1454,Automo_inftus_L4283,Automolus infuscatus,infuscatus,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,,
215,1456,Automo_inftus_K436,Automolus infuscatus,cervicalis,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,,
216,1454,Automo_inftus_L4283,Automolus infuscatus,infuscatus,Automolus infuscatus,Automolus infuscatus,Automolus infuscatus,Furnariidae,,
217,1460,Automo_lammi_F399211,Automolus lammi,-,Automolus lammi,Automolus lammi,Automolus lammi,Furnariidae,,
218,1460,Automo_lammi_F399211,Automolus lammi,-,Automolus lammi,Automolus lammi,Automolus lammi,Furnariidae,,
219,1462,Automo_leumus_SP90964,Automolus leucophthalmus,leucophthalmus,Automolus leucophthalmus,Automolus leucophthalmus,Automolus leucophthalmus,Furnariidae,,
220,1462,Automo_leumus_SP90964,Automolus leucophthalmus,leucophthalmus,Automolus leucophthalmus,Automolus leucophthalmus,Automolus leucophthalmus,Furnariidae,,
221,1446,Automo_melzus_L8972,Automolus melanopezus,-,Automolus melanopezus,Automolus melanopezus,Automolus melanopezus,Furnariidae,,
222,1446,Automo_melzus_L8972,Automolus melanopezus,-,Automolus melanopezus,Automolus melanopezus,Automolus melanopezus,Furnariidae,,
223,1446,Automo_melzus_L8972,Automolus melanopezus,-,Automolus melanopezus,Automolus melanopezus,Automolus melanopezus,Furnariidae,,
224,1448,Automo_ochlae_L28036,Automolus ochrolaemus,ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,,
225,1448,Automo_ochlae_L28036,Automolus ochrolaemus,ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,,
226,200003,Automo_ochlae_L82082,Automolus ochrolaemus,,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,,
227,1448,Automo_ochlae_L28036,Automolus ochrolaemus,ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,,
228,200003,Automo_ochlae_L82082,Automolus ochrolaemus,,Automolus ochrolaemus,Automolus ochrolaemus,Automolus ochrolaemus,Furnariidae,,
229,1458,Automo_parsis_L35334,Automolus paraensis,-,Automolus paraensis,Automolus paraensis,Automolus paraensis,Furnariidae,,
230,1458,Automo_parsis_L35334,Automolus paraensis,-,Automolus paraensis,Automolus paraensis,Automolus paraensis,Furnariidae,,
231,1458,Automo_parsis_L35334,Automolus paraensis,-,Automolus paraensis,Automolus paraensis,Automolus paraensis,Furnariidae,,
232,1444,Automo_ruflea_L1157,Automolus rufipileatus,consobrinus,Automolus rufipileatus,Automolus rufipileatus,Automolus rufipileatus,Furnariidae,,
233,1444,Automo_ruflea_L1157,Automolus rufipileatus,consobrinus,Automolus rufipileatus,Automolus rufipileatus,Automolus rufipileatus,Furnariidae,,
234,1444,Automo_ruflea_L1157,Automolus rufipileatus,consobrinus,Automolus rufipileatus,Automolus rufipileatus,Automolus rufipileatus,Furnariidae,,
235,1444,Automo_ruflea_L1157,Automolus rufipileatus,consobrinus,Automolus rufipileatus,Automolus rufipileatus,Automolus rufipileatus,Furnariidae,,
236,1452,Automo_subtus_L82026,Automolus subulatus,virgatus,Automolus subulatus,Automolus subulatus,Automolus virgatus,Furnariidae,,
237,200004,Automo_subtus_GP169,Automolus subulatus,subulatus,Automolus subulatus,Automolus subulatus,Automolus subulatus,Furnariidae,,
238,1452,Automo_subtus_L82026,Automolus subulatus,virgatus,Automolus subulatus,Automolus subulatus,Automolus virgatus,Furnariidae,,
239,200004,Automo_subtus_GP169,Automolus subulatus,subulatus,Automolus subulatus,Automolus subulatus,Automolus subulatus,Furnariidae,,
240,1452,Automo_subtus_L82026,Automolus subulatus,virgatus,Automolus subulatus,Automolus subulatus,Automolus virgatus,Furnariidae,,
241,68,Batara_cinrea_LSU18607,Batara cinerea,argentina,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,,
242,200005,Batara_cinrea_SPML159,Batara cinerea,cinerea,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,,
243,68,Batara_cinrea_LSU18607,Batara cinerea,argentina,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,,
244,200005,Batara_cinrea_SPML159,Batara cinerea,cinerea,Batara cinerea,Batara cinerea,Batara cinerea,Thamnophilidae,,
245,1256,Berlep_rikeri_F391336,Berlepschia rikeri,-,Berlepschia rikeri,Berlepschia rikeri,Berlepschia rikeri,Furnariidae,,
246,1256,Berlep_rikeri_F391336,Berlepschia rikeri,-,Berlepschia rikeri,Berlepschia rikeri,Berlepschia rikeri,Furnariidae,,
247,102,Biatas_nigropec_SP88499,Biatas nigropectus,-,Biatas nigropectus,Biatas nigropectus,Biatas nigropectus,Thamnophilidae,,
248,102,Biatas_nigropec_SP88499,Biatas nigropectus,-,Biatas nigropectus,Biatas nigropectus,Biatas nigropectus,Thamnophilidae,,
249,27,Calymen_hosii_L78709,Calyptomena hosii,-,Calyptomena hosii,Calyptomena hosii,Calyptomena hosii,Calyptomenidae,,
250,27,Calymen_hosii_L78709,Calyptomena hosii,-,Calyptomena hosii,Calyptomena hosii,Calyptomena hosii,Calyptomenidae,,
251,25,Calymen_virdis_L51137,Calyptomena viridis,viridis,Calyptomena viridis,Calyptomena viridis,Calyptomena viridis,Calyptomenidae,,
252,25,Calymen_virdis_L51137,Calyptomena viridis,viridis,Calyptomena viridis,Calyptomena viridis,Calyptomena viridis,Calyptomenidae,,
253,29,Calymen_whiadi_L52625,Calyptomena whiteheadi,-,Calyptomena whiteheadi,Calyptomena whiteheadi,Calyptomena whiteheadi,Calyptomenidae,,
254,29,Calymen_whiadi_L52625,Calyptomena whiteheadi,-,Calyptomena whiteheadi,Calyptomena whiteheadi,Calyptomena whiteheadi,Calyptomenidae,,
255,3239,Calytur_criata_A4379,Calyptura cristata,-,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,,
256,3238,Calytur_criata_A494720,Calyptura cristata,?,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,,
257,3237,Calytur_criata_A494721,Calyptura cristata,-,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,,
258,3239,Calytur_criata_A4379,Calyptura cristata,-,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,,
259,3238,Calytur_criata_A494720,Calyptura cristata,?,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,,
260,3237,Calytur_criata_A494721,Calyptura cristata,-,Calyptura cristata,Calyptura cristata,Calyptura cristata,Platyrinchidae,,
261,1905,Campto_imber_K1942,Camptostoma imberbe,imberbe,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,,
262,1905,Campto_imber_K1942,Camptostoma imberbe,imberbe,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,,
263,1908,Campto_imber_UWB69443,Camptostoma imberbe,ssp.,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,,
264,1905,Campto_imber_K1942,Camptostoma imberbe,imberbe,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,,
265,1908,Campto_imber_UWB69443,Camptostoma imberbe,ssp.,Camptostoma imberbe,Camptostoma imberbe,Camptostoma imberbe,Tyrannidae,,
266,1899,Campto_obstum_L46501,Camptostoma obsoletum,majus,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
267,1897,Campto_obstum_L61272,Camptostoma obsoletum,griseum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
268,1901,Campto_obstum_LSUMZ42513,Camptostoma obsoletum,olivaceum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
269,1899,Campto_obstum_L46501,Camptostoma obsoletum,majus,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
270,1897,Campto_obstum_L61272,Camptostoma obsoletum,griseum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
271,1899,Campto_obstum_L46501,Camptostoma obsoletum,majus,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
272,1897,Campto_obstum_L61272,Camptostoma obsoletum,griseum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
273,1901,Campto_obstum_LSUMZ42513,Camptostoma obsoletum,olivaceum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
274,1895,Campto_obstum_MPEGDZ6701,Camptostoma obsoletum,obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
275,1901,Campto_obstum_LSUMZ42513,Camptostoma obsoletum,olivaceum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
276,1895,Campto_obstum_MPEGDZ6701,Camptostoma obsoletum,obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Camptostoma obsoletum,Tyrannidae,,
277,1211,Campyl_falcul_GP1131,Campylorhamphus falcularius,-,Campylorhamphus falcularius,Campylorhamphus falcularius,Campylorhamphus falcularius,Dendrocolaptidae,,
278,1211,Campyl_falcul_GP1131,Campylorhamphus falcularius,-,Campylorhamphus falcularius,Campylorhamphus falcularius,Campylorhamphus falcularius,Dendrocolaptidae,,
279,1213,Campyl_proide_L25514,Campylorhamphus procurvoides,procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Dendrocolaptidae,,
280,200006,Campyl_proide_GMAR154,Campylorhamphus procurvoides,probatus,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus probatus,Dendrocolaptidae,,
281,1213,Campyl_proide_L25514,Campylorhamphus procurvoides,procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Dendrocolaptidae,,
282,1217,Campyl_proide_SB6910,Campylorhamphus procurvoides,multostriatus,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus multostriatus,Dendrocolaptidae,,
283,200006,Campyl_proide_GMAR154,Campylorhamphus procurvoides,probatus,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus probatus,Dendrocolaptidae,,
284,1213,Campyl_proide_L25514,Campylorhamphus procurvoides,procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Dendrocolaptidae,,
285,1217,Campyl_proide_SB6910,Campylorhamphus procurvoides,multostriatus,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus multostriatus,Dendrocolaptidae,,
286,1219,Campyl_puslus_L33216,Campylorhamphus pusillus,pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Dendrocolaptidae,,
287,1219,Campyl_puslus_L33216,Campylorhamphus pusillus,pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Dendrocolaptidae,,
288,1219,Campyl_puslus_L33216,Campylorhamphus pusillus,pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Campylorhamphus pusillus,Dendrocolaptidae,,
289,1209,Campyl_trotri_LSUMZ5544,Campylorhamphus trochilirostris,?,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,,
290,1207,Campyl_trotri_LSUMZ56638,Campylorhamphus trochilirostris,zarumillanus,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,,
291,1209,Campyl_trotri_LSUMZ5544,Campylorhamphus trochilirostris,?,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,,
292,1207,Campyl_trotri_LSUMZ56638,Campylorhamphus trochilirostris,zarumillanus,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,,
293,1205,Campyl_trotri_MPEGUNA03,Campylorhamphus trochilirostris,trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Campylorhamphus trochilirostris,Dendrocolaptidae,,
294,1969,Capsie_flaveo_GCPEII12,Capsiempis flaveola,flaveola,Capsiempis flaveola,Capsiempis flaveola,Capsiempis flaveola,Tyrannidae,,
295,1969,Capsie_flaveo_GCPEII12,Capsiempis flaveola,flaveola,Capsiempis flaveola,Capsiempis flaveola,Capsiempis flaveola,Tyrannidae,,
296,3310,Cariama_Y101002,Cariama cristata,?,Cariama cristata,Cariama cristata,Cariama cristata,Cariamidae,,outgroup
297,3026,Carpod_antiae_YPM56780,Carpodectes antoniae,-,Carpodectes antoniae,Carpodectes antoniae,Carpodectes antoniae,Cotingidae,,
298,3026,Carpod_antiae_YPM56780,Carpodectes antoniae,-,Carpodectes antoniae,Carpodectes antoniae,Carpodectes antoniae,Cotingidae,,
299,3024,Carpod_hopkei_L29961,Carpodectes hopkei,-,Carpodectes hopkei,Carpodectes hopkei,Carpodectes hopkei,Cotingidae,,
300,3024,Carpod_hopkei_L29961,Carpodectes hopkei,-,Carpodectes hopkei,Carpodectes hopkei,Carpodectes hopkei,Cotingidae,,
301,3024,Carpod_hopkei_L29961,Carpodectes hopkei,-,Carpodectes hopkei,Carpodectes hopkei,Carpodectes hopkei,Cotingidae,,
302,3028,Carpod_nitdus_A247754,Carpodectes nitidus,-,Carpodectes nitidus,Carpodectes nitidus,Carpodectes nitidus,Cotingidae,,
303,3028,Carpod_nitdus_A247754,Carpodectes nitidus,-,Carpodectes nitidus,Carpodectes nitidus,Carpodectes nitidus,Cotingidae,,
304,3028,Carpod_nitdus_A247754,Carpodectes nitidus,-,Carpodectes nitidus,Carpodectes nitidus,Carpodectes nitidus,Cotingidae,,
305,2906,Carpor_cucul_SP93535,Carpornis cucullata,-,Carpornis cucullata,Carpornis cucullata,Carpornis cucullata,Cotingidae,,
306,2906,Carpor_cucul_SP93535,Carpornis cucullata,-,Carpornis cucullata,Carpornis cucullata,Carpornis cucullata,Cotingidae,,
307,2906,Carpor_cucul_SP93535,Carpornis cucullata,-,Carpornis cucullata,Carpornis cucullata,Carpornis cucullata,Cotingidae,,
308,2908,Carpor_melala_SPCMML54,Carpornis melanocephala,-,Carpornis melanocephala,Carpornis melanocephala,Carpornis melanocephala,Cotingidae,,
309,2908,Carpor_melala_SPCMML54,Carpornis melanocephala,-,Carpornis melanocephala,Carpornis melanocephala,Carpornis melanocephala,Cotingidae,,
310,2801,Casior_fuscus_MPEGCAPI72,Casiornis fuscus,-,Casiornis fuscus,Casiornis fuscus,Casiornis fuscus,Tyrannidae,,
311,2801,Casior_fuscus_MPEGCAPI72,Casiornis fuscus,-,Casiornis fuscus,Casiornis fuscus,Casiornis fuscus,Tyrannidae,,
312,2799,Casior_rufus_L37981,Casiornis rufus,-,Casiornis rufus,Casiornis rufus,Casiornis rufus,Tyrannidae,,
313,2799,Casior_rufus_L37981,Casiornis rufus,-,Casiornis rufus,Casiornis rufus,Casiornis rufus,Tyrannidae,,
314,2799,Casior_rufus_L37981,Casiornis rufus,-,Casiornis rufus,Casiornis rufus,Casiornis rufus,Tyrannidae,,
315,2969,Cephal_glabr_L52901,Cephalopterus glabricollis,-,Cephalopterus glabricollis,Cephalopterus glabricollis,Cephalopterus glabricollis,Cotingidae,,
316,2969,Cephal_glabr_L52901,Cephalopterus glabricollis,-,Cephalopterus glabricollis,Cephalopterus glabricollis,Cephalopterus glabricollis,Cotingidae,,
317,2969,Cephal_glabr_L52901,Cephalopterus glabricollis,-,Cephalopterus glabricollis,Cephalopterus glabricollis,Cephalopterus glabricollis,Cotingidae,,
318,2971,Cephal_orntus_GTLP201,Cephalopterus ornatus,-,Cephalopterus ornatus,Cephalopterus ornatus,Cephalopterus ornatus,Cotingidae,,
319,2971,Cephal_orntus_GTLP201,Cephalopterus ornatus,-,Cephalopterus ornatus,Cephalopterus ornatus,Cephalopterus ornatus,Cotingidae,,
320,2973,Cephal_penger_L11737,Cephalopterus penduliger,-,Cephalopterus penduliger,Cephalopterus penduliger,Cephalopterus penduliger,Cotingidae,,
321,2973,Cephal_penger_L11737,Cephalopterus penduliger,-,Cephalopterus penduliger,Cephalopterus penduliger,Cephalopterus penduliger,Cotingidae,,
322,2973,Cephal_penger_L11737,Cephalopterus penduliger,-,Cephalopterus penduliger,Cephalopterus penduliger,Cephalopterus penduliger,Cotingidae,,
323,2973,Cephal_penger_L11737,Cephalopterus penduliger,-,Cephalopterus penduliger,Cephalopterus penduliger,Cephalopterus penduliger,Cotingidae,,
324,3117,Cerato_chlmer_L40196,Ceratopipra chloromeros,-,Ceratopipra chloromeros,Ceratopipra chloromeros,Ceratopipra chloromeros,Pipridae,,
325,3117,Cerato_chlmer_L40196,Ceratopipra chloromeros,-,Ceratopipra chloromeros,Ceratopipra chloromeros,Ceratopipra chloromeros,Pipridae,,
326,3117,Cerato_chlmer_L40196,Ceratopipra chloromeros,-,Ceratopipra chloromeros,Ceratopipra chloromeros,Ceratopipra chloromeros,Pipridae,,
327,3109,Cerato_cornu_L48294,Ceratopipra cornuta,-,Ceratopipra cornuta,Ceratopipra cornuta,Ceratopipra cornuta,Pipridae,,
328,3109,Cerato_cornu_L48294,Ceratopipra cornuta,-,Ceratopipra cornuta,Ceratopipra cornuta,Ceratopipra cornuta,Pipridae,,
329,3109,Cerato_cornu_L48294,Ceratopipra cornuta,-,Ceratopipra cornuta,Ceratopipra cornuta,Ceratopipra cornuta,Pipridae,,
330,3113,Cerato_eryala_L55344,Ceratopipra erythrocephala,erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Pipridae,,
331,200007,Cerato_eryala_L42097,Ceratopipra erythrocephala,,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Pipridae,,
332,3113,Cerato_eryala_L55344,Ceratopipra erythrocephala,erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Pipridae,,
333,200007,Cerato_eryala_L42097,Ceratopipra erythrocephala,,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Pipridae,,
334,3113,Cerato_eryala_L55344,Ceratopipra erythrocephala,erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Ceratopipra erythrocephala,Pipridae,,
